opponent_team_name,opponent_team_alias,lakers_score,opponent_score,game_location,game_date,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,assists_turnover_ratio,personal_fouls,tech_fouls,flagrant_fouls,pls_min,points,double_double,triple_double,effective_fg_pct,efficiency,efficiency_game_score,points_in_paint,points_in_paint_att,points_in_paint_made,points_in_paint_pct,true_shooting_att,true_shooting_pct,fouls_drawn,offensive_fouls,points_off_turnovers,second_chance_pts,fast_break_pts,fast_break_att,fast_break_made,fast_break_pct,defensive_rating,offensive_rating,coach_ejections,minus,plus,defensive_rebounds_pct,offensive_rebounds_pct,rebounds_pct,steals_pct,turnovers_pct,coach_tech_fouls,second_chance_att,second_chance_made,second_chance_pct
Nuggets,DEN,96,133,away,2022-01-16T02:00:00+00:00,30:42,9,23,39.1,2,8,25.0,7,15,46.7,2,5,7,71.4,1,8,9,2,1,0,2,2.0,0,0,0,-17,25,False,False,43.5,25,16.6,14,12,7,58.3,26.08,47.9,6,0,3,0,4,2,2,100.0,134.679200188856,96.9174380014939,0,77,60,29.7812936249418,3.12703583061889,15.2952839541141,0.0,3.69276218611521,0,0,0,0.0
Jazz,UTA,101,95,home,2022-01-18T03:30:00+00:00,37:17,9,20,45.0,3,8,37.5,6,12,50.0,1,4,8,50.0,0,7,7,7,1,1,1,7.0,1,0,0,11,25,False,False,52.5,30,20.3,8,7,4,57.1,23.52,53.1,7,0,2,0,9,4,4,100.0,94.3595650528216,117.434712165176,0,72,83,20.9582080233135,0.0,10.1258757865447,1.26765732431565,4.07830342577488,0,1,0,0.0
Pacers,IND,104,111,home,2022-01-20T03:30:00+00:00,37:24,11,22,50.0,3,7,42.9,8,15,53.3,2,5,7,71.4,1,11,12,5,3,2,0,1.67,1,0,0,-20,30,True,False,56.8,36,24.3,16,12,8,66.7,25.08,59.8,6,0,4,7,5,2,2,100.0,109.132883474408,116.260716065464,0,90,70,33.6123968630976,2.78996179496067,17.5006694411169,2.68490047213788,10.6837606837607,0,3,2,66.7
Magic,ORL,116,105,away,2022-01-22T00:00:00+00:00,33:36,12,23,52.2,2,7,28.6,10,16,62.5,3,3,3,100.0,1,6,7,5,6,1,1,0.83,3,0,0,5,29,False,False,56.5,23,18.2,16,12,8,66.7,24.32,59.6,3,1,9,3,6,4,3,75.0,97.9968446258654,102.189238899072,0,76,81,21.4192217682758,3.56987029471263,12.4945460314942,1.31293501092778,19.7889182058047,0,2,1,50.0
Heat,MIA,107,113,away,2022-01-23T23:00:00+00:00,39:52,12,22,54.5,1,8,12.5,11,14,78.6,1,8,11,72.7,2,9,11,4,3,2,0,1.33,4,0,0,-8,33,True,False,56.8,38,25.5,20,12,10,83.3,26.84,61.5,9,1,5,5,7,3,3,100.0,111.834919498815,118.596531095121,0,89,81,29.2868118955076,6.02006688963211,17.2001911132346,2.41285246077439,10.0536193029491,0,3,2,66.7
Nets,BKN,106,96,away,2022-01-26T00:30:00+00:00,34:27,14,21,66.7,2,8,25.0,12,13,92.3,0,3,3,100.0,0,7,7,6,0,3,2,0.0,1,0,0,10,33,False,False,71.4,46,34.2,20,10,10,100.0,22.32,73.9,3,0,13,0,11,5,5,100.0,91.3066593065455,151.314264529834,0,69,79,21.2027513093961,0.0,11.2106501176117,4.23588464980118,0.0,0,0,0,0.0
76ers,PHI,87,105,away,2022-01-28T00:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Hornets,CHA,114,117,away,2022-01-29T00:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Hawks,ATL,121,129,away,2022-01-30T18:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Trail Blazers,POR,99,94,home,2022-02-03T03:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Clippers,LAC,110,111,away,2022-02-04T03:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Knicks,NYK,122,115,home,2022-02-06T01:30:00+00:00,39:55,13,24,54.2,2,7,28.6,11,17,64.7,2,1,2,50.0,3,10,13,10,3,1,0,3.33,3,0,0,12,29,True,True,58.3,39,25.9,20,14,10,71.4,24.88,58.3,6,0,4,6,8,4,4,100.0,101.781225246458,119.41662644884,0,84,96,22.8918512640117,7.24214930897825,15.2747396929777,1.1766460238503,10.7604017216643,0,6,3,50.0
Bucks,MIL,116,131,home,2022-02-09T03:00:00+00:00,34:31,11,19,57.9,3,7,42.9,8,12,66.7,0,2,4,50.0,0,5,5,8,4,0,0,2.0,4,1,0,-25,27,False,False,65.8,24,18.8,14,10,7,70.0,20.76,65.0,3,1,2,0,2,2,1,50.0,128.598384688361,117.974644502334,0,108,83,17.3831586164937,0.0,8.37742583927408,0.0,16.1550888529887,0,0,0,0.0
Trail Blazers,POR,105,107,away,2022-02-10T03:00:00+00:00,36:41,13,22,59.1,3,7,42.9,10,15,66.7,0,1,1,100.0,0,7,7,7,6,3,0,1.17,1,0,0,-5,30,False,False,65.9,35,23.4,18,12,9,75.0,22.44,66.8,4,0,2,0,2,3,1,33.3,107.339313965869,107.764189169895,0,81,76,19.9113549637546,0.0,11.5939535231989,4.08723595079154,21.0970464135021,0,0,0,0.0
Warriors,GSW,115,117,away,2022-02-13T01:30:00+00:00,38:21,9,27,33.3,3,10,30.0,6,17,35.3,2,5,9,55.6,3,12,15,8,4,0,0,2.0,3,0,0,-11,26,True,False,38.9,23,15.2,12,14,6,42.9,30.96,42.0,5,0,2,2,4,4,2,50.0,112.524543246198,92.567135956221,0,96,85,32.6512102488521,7.22094072811152,19.1575978500918,0.0,11.441647597254,0,3,1,33.3
Jazz,UTA,106,101,home,2022-02-17T03:00:00+00:00,39:43,14,23,60.9,3,8,37.5,11,15,73.3,1,2,2,100.0,1,7,8,6,3,2,0,2.0,1,0,0,7,33,False,False,67.4,38,28.1,20,13,10,76.9,23.88,69.1,3,0,4,6,5,4,2,50.0,111.381373630601,129.330289613492,0,81,88,21.1498111624003,2.68569030633655,11.3746883562489,2.64571067830877,11.1607142857143,0,3,3,100.0
Clippers,LAC,102,105,home,2022-02-26T03:00:00+00:00,35:41,6,18,33.3,2,8,25.0,4,10,40.0,1,7,8,87.5,1,10,11,3,6,1,1,0.5,1,0,0,-4,21,True,False,38.9,22,11.5,6,7,3,42.9,21.52,48.8,6,0,3,5,0,2,0,0.0,103.396481987265,85.30767308439,0,72,68,32.8089222041216,2.53804869880941,15.7413020362328,1.32711701891179,21.8023255813953,0,2,2,100.0
Pelicans,NOP,95,123,home,2022-02-28T03:00:00+00:00,35:35,13,23,56.5,1,4,25.0,12,19,63.2,1,5,5,100.0,0,6,6,3,7,2,2,0.43,2,0,0,-22,32,False,False,58.7,29,20.6,22,18,11,61.1,25.2,63.5,4,0,7,0,4,5,2,40.0,113.144507597439,99.3314965636584,0,88,66,18.822504220903,0.0,9.09401889324527,2.5451813883611,21.7391304347826,0,0,0,0.0
Mavericks,DAL,104,109,home,2022-03-02T03:00:00+00:00,38:12,10,18,55.6,3,7,42.9,7,11,63.6,1,3,5,60.0,0,12,12,5,4,1,0,1.25,2,0,0,7,26,True,False,63.9,33,19.9,12,7,6,85.7,20.2,64.4,6,0,2,4,7,4,3,75.0,110.521235600218,108.604946073955,0,87,94,35.0663582125898,0.0,18.3884561358703,1.28376021926625,16.5289256198347,0,2,1,50.0
Clippers,LAC,111,132,away,2022-03-04T03:00:00+00:00,37:04,8,18,44.4,2,9,22.2,6,9,66.7,0,8,10,80.0,1,7,8,4,4,0,1,1.0,2,0,0,-27,26,False,False,50.0,29,17.3,12,9,6,66.7,22.4,58.0,8,0,3,2,4,5,2,40.0,136.70419772229,107.594453223694,0,108,81,22.6618705035971,3.08324768756423,12.6337954027022,0.0,15.1515151515152,0,1,1,100.0
Warriors,GSW,124,116,home,2022-03-06T01:30:00+00:00,38:33,19,31,61.3,6,11,54.5,13,20,65.0,0,12,13,92.3,2,8,10,3,4,0,1,0.75,0,0,0,13,56,True,False,71.0,61,44.1,26,17,13,76.5,36.72,76.3,8,0,10,10,7,4,3,75.0,113.444651829582,142.442953286896,0,93,106,22.1357544314743,5.7913311012578,14.149274849664,0.0,9.82318271119843,0,6,4,66.7
Spurs,SAS,110,117,away,2022-03-08T01:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Rockets,HOU,130,139,away,2022-03-10T01:00:00+00:00,45:16,9,26,34.6,1,9,11.1,8,17,47.1,2,4,6,66.7,2,12,14,12,5,1,4,2.4,1,0,0,-17,23,True,True,36.5,32,19.4,16,15,8,53.3,28.64,40.2,5,1,4,6,2,3,1,33.3,112.24461938514,94.7239163136748,0,120,103,30.5436383428315,4.50322873003285,16.726278140122,0.972781214530194,14.8632580261593,0,3,3,100.0
Wizards,WAS,122,109,home,2022-03-12T03:30:00+00:00,35:42,18,25,72.0,6,9,66.7,12,16,75.0,1,8,8,100.0,0,7,7,6,3,0,1,2.0,3,0,0,22,50,False,False,84.0,58,42.5,14,10,7,70.0,28.52,87.7,8,0,7,6,8,5,3,60.0,114.479538391585,158.347039112912,0,74,96,21.3903743315508,0.0,11.2044817927171,0.0,9.51776649746193,0,2,2,100.0
Suns,PHX,111,140,away,2022-03-14T01:00:00+00:00,30:12,10,20,50.0,5,11,45.5,5,9,55.6,2,6,7,85.7,0,7,7,6,4,0,1,1.5,0,0,0,-16,31,False,False,62.5,33,23.6,8,6,4,66.7,23.08,67.2,5,0,5,3,3,1,1,100.0,132.46326689318,117.886531016576,0,95,79,25.2859723058399,0.0,12.6429861529199,0.0,14.7710487444609,0,1,1,100.0
Raptors,TOR,103,114,home,2022-03-15T02:30:00+00:00,40:20,11,19,57.9,4,7,57.1,7,12,58.3,1,4,7,57.1,3,6,9,3,5,0,2,0.6,4,0,0,-21,30,False,False,68.4,29,20.7,14,12,7,58.3,22.08,67.9,6,0,2,0,5,3,2,66.7,111.687682396324,111.180272648127,0,101,80,13.4726337127709,6.61157024793388,10.0100409361242,0.0,18.4638109305761,0,1,0,0.0
Timberwolves,MIN,104,124,away,2022-03-17T00:00:00+00:00,37:04,8,21,38.1,1,8,12.5,7,13,53.8,1,2,5,40.0,0,5,5,4,5,1,2,0.8,5,0,0,-19,19,False,False,40.5,11,6.0,10,9,5,55.6,23.2,40.9,7,2,4,3,6,3,3,100.0,118.699305007917,75.4855858425898,0,99,80,16.1870503597122,0.0,7.27507881335381,1.2258273653701,17.7304964539007,0,2,1,50.0
Raptors,TOR,128,123,away,2022-03-18T23:30:00+00:00,44:41,15,26,57.7,2,7,28.6,13,19,68.4,0,4,7,57.1,4,5,9,7,3,0,2,2.33,2,0,0,-5,36,False,False,61.5,42,29.4,22,15,11,73.3,29.08,61.9,7,0,6,10,6,4,3,75.0,124.112424226182,128.23157084163,0,105,100,12.8926584823962,11.0337170267949,11.9945182285664,0.0,9.35162094763092,0,6,5,83.3
Wizards,WAS,119,127,away,2022-03-20T00:00:00+00:00,35:53,16,29,55.2,4,10,40.0,12,19,63.2,0,2,3,66.7,2,8,10,6,2,0,0,3.0,3,0,0,1,38,True,False,62.1,39,28.5,24,14,12,85.7,30.32,62.7,4,0,2,4,2,2,1,50.0,129.387932757783,128.457026348718,0,94,95,27.4393511736754,7.04035984061408,17.3723164898269,0.0,6.18811881188119,0,4,2,50.0
Cavaliers,CLE,131,120,away,2022-03-21T23:00:00+00:00,40:36,17,29,58.6,0,4,0.0,17,25,68.0,0,4,4,100.0,1,9,10,12,3,1,1,4.0,0,0,0,9,38,True,True,58.6,52,35.0,26,18,13,72.2,30.76,61.8,5,0,4,2,6,4,3,75.0,121.016335577413,129.317923772407,0,102,111,26.5907244331005,3.03028198667812,14.9596199342338,1.20151481781666,8.88625592417061,0,3,1,33.3
76ers,PHI,121,126,home,2022-03-24T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Pelicans,NOP,108,116,away,2022-03-27T23:00:00+00:00,41:38,14,27,51.9,7,13,53.8,7,14,50.0,0,4,6,66.7,1,8,9,5,4,0,1,1.25,1,0,0,-9,39,False,False,64.8,38,27.8,14,11,7,63.6,29.64,65.8,4,0,2,5,4,2,2,100.0,120.919846946224,118.741659046953,0,100,91,20.9626439134636,3.20262615344583,12.9706359214556,0.0,11.8906064209275,0,5,2,40.0
Mavericks,DAL,110,128,away,2022-03-29T23:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Jazz,UTA,109,122,away,2022-04-01T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Pelicans,NOP,111,114,home,2022-04-02T02:30:00+00:00,39:31,13,23,56.5,3,8,37.5,10,15,66.7,2,9,12,75.0,0,8,8,4,6,1,0,0.67,3,0,0,-2,38,False,False,63.0,36,24.9,16,12,8,66.7,28.28,67.2,9,1,9,0,8,6,3,50.0,114.328937249018,111.179939187201,0,98,96,26.2632940827795,0.0,12.6200244293876,1.18205269689427,17.5029171528588,0,0,0,0.0
Nuggets,DEN,118,129,home,2022-04-03T19:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Suns,PHX,110,121,away,2022-04-06T02:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Warriors,GSW,112,128,away,2022-04-08T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Thunder,OKC,120,101,home,2022-04-09T02:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Nuggets,DEN,146,141,away,2022-04-11T01:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Clippers,LAC,109,116,home,2020-12-23T03:00:00+00:00,28:21,7,17,41.2,3,8,37.5,4,9,44.4,1,5,7,71.4,2,3,5,5,4,0,0,1.25,2,0,0,2,22,False,False,50.0,19,13.1,8,9,4,44.4,20.08,54.8,6,0,2,4,4,2,2,100.0,113.147682283867,104.198801351986,0,64,66,10.5820105820106,9.15200915200915,9.95953937130408,0.0,16.6112956810631,0,1,1,100.0
Mavericks,DAL,138,115,home,2020-12-26T01:00:00+00:00,31:24,8,18,44.4,3,8,37.5,5,10,50.0,1,3,4,75.0,1,6,7,10,4,1,0,2.5,0,0,0,16,22,True,False,52.8,28,18.7,8,6,4,66.7,19.76,55.7,4,0,3,6,2,1,1,100.0,117.510240304374,125.031056199048,0,70,86,23.5178833904949,3.72844492776138,13.3757961783439,1.52196577098981,16.8350168350168,0,2,2,100.0
Timberwolves,MIN,127,91,home,2020-12-28T03:00:00+00:00,26:12,6,13,46.2,1,5,20.0,5,8,62.5,0,5,7,71.4,0,9,9,5,4,1,0,1.25,1,0,0,16,18,False,False,50.0,25,13.3,10,6,5,83.3,16.08,56.0,6,1,2,0,2,2,1,50.0,79.4928678901125,99.2673215668519,0,56,72,28.4285338246907,0.0,17.541010232256,1.66309102097158,19.9203187250996,0,0,0,0.0
Trail Blazers,POR,107,115,home,2020-12-29T03:00:00+00:00,35:55,11,20,55.0,3,7,42.9,8,13,61.5,2,4,5,80.0,2,7,9,6,3,2,1,2.0,2,0,0,0,29,False,False,62.5,33,25.6,12,10,6,60.0,22.2,65.3,3,0,2,6,8,5,4,80.0,110.856800779685,123.185807031735,0,85,85,22.2737819025522,6.07466779160515,13.9858630550909,2.63076164203373,11.9047619047619,0,2,2,100.0
Spurs,SAS,121,107,away,2020-12-31T01:30:00+00:00,35:13,11,23,47.8,1,3,33.3,10,20,50.0,3,3,5,60.0,0,5,5,8,2,1,1,4.0,1,0,0,-1,26,False,False,50.0,25,19.9,18,16,9,56.3,25.2,51.6,4,0,2,0,4,3,2,66.7,105.003908274573,111.815738742664,0,82,81,14.4994926184493,0.0,7.9241413147339,1.34785631540173,7.35294117647059,0,0,0,0.0
Spurs,SAS,109,103,away,2021-01-02T01:00:00+00:00,35:41,8,22,36.4,3,7,42.9,5,15,33.3,3,7,7,100.0,1,10,11,10,4,2,0,2.5,0,0,0,18,26,True,True,43.2,34,22.5,8,10,4,40.0,25.08,51.8,6,0,2,2,4,1,1,100.0,100.704861063924,111.098961585364,0,70,88,26.9033162073797,2.53804869880941,14.3658484602513,2.65214079331425,13.7551581843191,0,3,0,0.0
Grizzlies,MEM,108,94,away,2021-01-03T23:00:00+00:00,32:00,9,16,56.3,3,6,50.0,6,10,60.0,0,1,3,33.3,0,13,13,8,2,1,0,4.0,2,0,0,19,22,True,False,65.6,35,21.3,10,8,5,62.5,17.32,63.5,4,0,10,0,4,3,2,66.7,90.2772617599204,125.831473800723,0,56,75,38.2352941176471,0.0,19.6969696969697,1.53814602132896,10.351966873706,0,1,0,0.0
Grizzlies,MEM,94,92,away,2021-01-06T01:00:00+00:00,34:05,11,20,55.0,1,4,25.0,10,16,62.5,0,3,3,100.0,2,10,12,7,6,1,1,1.17,0,0,0,20,26,True,False,57.5,35,21.4,14,11,7,63.6,21.32,61.0,3,0,4,4,7,4,3,75.0,90.4862144158732,103.771442472887,0,54,74,29.3392794272973,6.70612101195366,18.7771388334702,1.39821824117382,21.9619326500732,0,3,2,66.7
Spurs,SAS,109,118,home,2021-01-08T03:00:00+00:00,34:54,8,15,53.3,4,7,57.1,4,8,50.0,0,7,11,63.6,0,6,6,12,4,0,0,3.0,3,0,0,-10,27,True,False,66.7,33,23.1,8,6,4,66.7,19.84,68.0,6,1,2,0,5,1,1,100.0,119.889966552121,129.375633875144,0,90,80,18.3381088825215,0.0,9.37744204219849,0.0,16.7785234899329,0,0,0,0.0
Bulls,CHI,117,115,home,2021-01-09T03:00:00+00:00,34:09,11,21,52.4,0,5,0.0,11,16,68.8,0,6,8,75.0,0,7,7,7,4,0,0,1.75,1,0,0,9,28,False,False,52.4,33,19.5,16,10,8,80.0,24.52,57.1,8,0,2,3,4,3,2,66.7,116.484313394605,111.821444052868,0,84,93,23.996609050602,0.0,11.853746639454,0.0,14.0252454417952,0,1,1,100.0
Rockets,HOU,120,102,away,2021-01-11T00:00:00+00:00,30:21,7,15,46.7,1,6,16.7,6,9,66.7,0,3,6,50.0,1,6,7,7,2,1,1,3.5,2,0,0,10,18,False,False,50.0,23,15.4,10,5,5,100.0,17.64,51.0,4,0,7,0,5,2,2,100.0,96.3991706203346,110.689325811249,0,64,74,18.2486376885059,3.95387149917628,12.0335219540148,1.46277154982474,10.183299389002,0,3,0,0.0
Rockets,HOU,117,100,away,2021-01-13T01:00:00+00:00,29:11,10,20,50.0,4,9,44.4,6,11,54.5,1,2,4,50.0,1,7,8,5,5,0,1,1.0,0,0,0,15,26,False,False,60.0,26,17.2,8,6,4,66.7,21.76,59.7,4,0,4,4,3,4,1,25.0,97.0364339327295,103.853329644915,0,65,80,21.321149819151,3.82505677818655,13.5651498113008,0.0,18.6846038863976,0,2,2,100.0
Thunder,OKC,128,99,away,2021-01-14T01:00:00+00:00,27:29,9,20,45.0,5,8,62.5,4,12,33.3,1,3,4,75.0,0,6,6,7,2,0,0,3.5,2,0,0,14,26,False,False,57.5,26,19.1,8,10,4,40.0,21.76,59.7,4,0,4,6,4,2,2,100.0,106.953214283697,125.260140935464,0,55,69,22.2959111260209,0.0,11.3903024230759,0.0,8.41750841750842,0,3,2,66.7
Pelicans,NOP,112,95,home,2021-01-16T03:00:00+00:00,30:30,6,11,54.5,2,6,33.3,4,5,80.0,0,7,7,100.0,1,7,8,11,3,1,0,3.67,3,1,0,14,21,True,False,63.6,34,23.0,6,4,3,75.0,14.08,74.6,5,0,5,5,4,2,1,50.0,96.4872455237916,143.262212678518,0,59,73,26.8692522990804,3.14754098360656,13.835344982886,1.58136102472194,17.5644028103045,0,3,2,66.7
Warriors,GSW,113,115,home,2021-01-19T03:00:00+00:00,37:58,6,16,37.5,2,7,28.6,4,9,44.4,1,5,8,62.5,0,5,5,5,5,1,0,1.0,1,0,0,-9,19,False,False,43.8,16,9.6,8,6,4,66.7,19.52,48.7,6,1,4,0,2,2,1,50.0,113.403035421528,91.1042429648757,0,97,88,14.7007779161647,0.0,7.70894451701321,1.2179835267728,20.3915171288744,0,0,0,0.0
Bucks,MIL,113,106,away,2021-01-22T00:30:00+00:00,38:04,13,25,52.0,6,10,60.0,7,15,46.7,2,2,2,100.0,1,5,6,8,3,1,1,2.67,2,0,0,15,34,False,False,64.0,33,27.4,8,8,4,50.0,25.88,65.7,2,0,3,3,0,0,0,0.0,105.606447219426,124.280496413715,0,78,93,17.0398068821887,2.68286321123822,9.00675506629972,1.23283702510947,10.387811634349,0,1,1,100.0
Bulls,CHI,101,90,away,2021-01-24T02:00:00+00:00,28:30,6,16,37.5,0,2,0.0,6,14,42.9,1,5,8,62.5,0,11,11,6,6,2,0,1.0,1,0,0,9,17,True,False,37.5,19,10.1,10,9,5,55.6,19.52,43.5,4,1,5,2,6,5,2,40.0,80.6206130626095,75.6766432069623,0,53,62,39.4176931690929,0.0,21.2946158499698,3.28050355729604,23.5109717868339,0,0,0,0.0
Cavaliers,CLE,115,108,away,2021-01-26T01:00:00+00:00,38:07,19,26,73.1,7,11,63.6,12,15,80.0,0,1,2,50.0,0,8,8,6,3,2,2,2.0,1,0,0,11,46,False,False,86.5,56,41.6,18,11,9,81.8,26.88,85.6,4,0,13,3,7,3,3,100.0,105.091608728391,155.680975759595,0,84,95,25.185832968955,0.0,11.9932537947405,2.57840222859899,10.0401606425703,0,1,1,100.0
76ers,PHI,106,107,away,2021-01-28T00:30:00+00:00,38:32,12,22,54.5,2,5,40.0,10,17,58.8,1,8,11,72.7,0,6,6,7,3,0,0,2.33,3,0,1,3,34,False,False,59.1,35,24.7,18,13,9,69.2,26.84,63.3,8,0,2,2,7,2,2,100.0,108.225165351627,122.156059485251,0,86,89,19.6685485339647,0.0,9.96539792387543,0.0,10.0536193029491,0,2,1,50.0
Pistons,DET,92,107,away,2021-01-29T01:00:00+00:00,35:45,8,19,42.1,4,8,50.0,4,11,36.4,0,2,3,66.7,2,5,7,10,2,1,0,5.0,2,0,0,-11,22,True,False,52.6,27,19.6,8,11,4,36.4,20.32,54.1,3,0,0,2,3,2,1,50.0,110.338920336822,119.917217179918,0,80,69,18.1440181440181,5.96736596736597,11.4617090226846,1.38818997379791,8.96057347670251,0,2,1,50.0
Celtics,BOS,96,95,away,2021-01-31T01:30:00+00:00,37:21,7,17,41.2,4,11,36.4,3,6,50.0,0,3,5,60.0,1,6,7,7,5,0,1,1.4,3,0,0,11,21,False,False,52.9,19,13.0,6,4,3,75.0,19.2,54.7,3,0,4,0,1,0,0,0.0,103.570159658802,100.562724828773,0,65,76,18.8065154563328,2.79372149894799,10.3399807202443,0.0,20.6611570247934,0,0,0,0.0
Hawks,ATL,107,99,away,2021-02-02T00:30:00+00:00,37:58,5,12,41.7,2,6,33.3,3,6,50.0,0,9,11,81.8,0,7,7,9,2,2,1,4.5,0,0,0,10,21,False,False,50.0,37,22.9,6,4,3,75.0,16.84,62.4,8,0,5,2,6,2,2,100.0,100.234383011673,127.222111302818,0,68,78,26.8177827440338,0.0,13.2087586649719,2.56756072459416,10.6157112526539,0,0,0,0.0
Nuggets,DEN,114,93,home,2021-02-05T03:00:00+00:00,35:27,12,19,63.2,2,5,40.0,10,14,71.4,1,1,2,50.0,0,10,10,10,2,0,1,5.0,1,0,0,21,27,True,True,68.4,39,26.4,18,12,9,75.0,19.88,67.9,3,1,6,0,10,6,4,66.7,94.4239035220552,135.806637070481,0,70,91,28.2087447108604,0.0,16.5124359283085,0.0,9.14076782449726,0,0,0,0.0
Pistons,DET,135,129,home,2021-02-07T03:00:00+00:00,46:29,13,26,50.0,3,7,42.9,10,19,52.6,1,4,6,66.7,0,5,5,11,7,4,0,1.57,3,0,0,8,33,True,False,55.8,35,24.2,20,13,10,76.9,28.64,57.6,8,0,10,2,12,7,6,85.7,106.076145925344,106.16512761878,0,94,102,15.2165738222459,0.0,8.20894114094846,4.14813515101119,19.6408529741863,0,2,1,50.0
