opponent_team_name,opponent_team_alias,lakers_score,opponent_score,game_location,game_date,minutes,field_goals_made,field_goals_att,field_goals_pct,three_points_made,three_points_att,three_points_pct,two_points_made,two_points_att,two_points_pct,blocked_att,free_throws_made,free_throws_att,free_throws_pct,offensive_rebounds,defensive_rebounds,rebounds,assists,turnovers,steals,blocks,assists_turnover_ratio,personal_fouls,tech_fouls,flagrant_fouls,pls_min,points,double_double,triple_double,effective_fg_pct,efficiency,efficiency_game_score,points_in_paint,points_in_paint_att,points_in_paint_made,points_in_paint_pct,true_shooting_att,true_shooting_pct,fouls_drawn,offensive_fouls,points_off_turnovers,second_chance_pts,fast_break_pts,fast_break_att,fast_break_made,fast_break_pct,defensive_rating,offensive_rating,coach_ejections,minus,plus,defensive_rebounds_pct,offensive_rebounds_pct,rebounds_pct,steals_pct,turnovers_pct,coach_tech_fouls,second_chance_att,second_chance_made,second_chance_pct
Pelicans,NOP,120,102,home,2023-02-16T03:00:00+00:00,29:13,7,14,50.0,0,5,0.0,7,9,77.8,1,7,10,70.0,0,6,6,6,4,0,1,1.5,1,0,0,14,21,False,False,50.0,24,15.1,12,8,6,75.0,18.4,57.1,6,1,4,2,7,5,3,60.0,102.241062902436,102.980737976137,0,63,77,19.7147746719909,0.0,10.5993412215005,0.0,17.8571428571429,0,1,1,100.0
Warriors,GSW,124,111,home,2023-02-24T03:00:00+00:00,26:19,5,20,25.0,2,6,33.3,3,14,21.4,1,1,2,50.0,3,6,9,8,2,0,0,4.0,2,0,0,22,13,False,False,30.0,13,7.3,6,12,3,25.0,20.88,31.1,4,0,1,3,2,3,1,33.3,107.124644409027,90.2337765589936,0,50,72,16.8363618648609,13.3458966001946,15.4862762436221,0.0,8.74125874125874,0,7,1,14.3
Mavericks,DAL,111,108,away,2023-02-26T20:30:00+00:00,36:51,10,23,43.5,1,6,16.7,9,17,52.9,2,5,7,71.4,3,5,8,3,3,1,1,1.0,4,0,0,0,26,False,False,45.7,19,15.9,18,15,9,60.0,26.08,49.8,4,1,3,4,5,4,1,25.0,105.313040770326,102.564271203246,0,84,84,13.0257801899593,7.23654454997738,10.0198309153533,1.23866300779377,10.3163686382393,0,2,1,50.0
Grizzlies,MEM,109,121,away,2023-03-01T00:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Thunder,OKC,123,117,away,2023-03-02T01:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Timberwolves,MIN,102,110,home,2023-03-04T03:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Warriors,GSW,113,105,home,2023-03-05T20:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Grizzlies,MEM,112,103,home,2023-03-08T03:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Raptors,TOR,122,112,home,2023-03-11T03:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Knicks,NYK,108,112,home,2023-03-13T01:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Pelicans,NOP,123,108,away,2023-03-15T00:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Rockets,HOU,110,114,away,2023-03-16T00:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Mavericks,DAL,110,111,home,2023-03-18T02:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Magic,ORL,111,105,home,2023-03-20T01:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Suns,PHX,122,111,home,2023-03-23T02:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Thunder,OKC,116,111,home,2023-03-25T02:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Bulls,CHI,108,118,home,2023-03-26T19:30:00+00:00,29:32,6,11,54.5,0,2,0.0,6,9,66.7,0,7,8,87.5,1,7,8,3,5,0,0,0.6,2,0,0,4,19,False,False,54.5,23,12.4,10,6,5,83.3,14.52,65.4,6,2,2,2,2,1,1,100.0,128.661625474007,104.893184760488,0,65,69,29.9409290420774,3.86991599863585,16.2536471942706,0.0,25.6147540983607,0,0,0,0.0
Bulls,CHI,121,110,away,2023-03-30T00:00:00+00:00,31:16,10,19,52.6,1,3,33.3,9,16,56.3,0,4,4,100.0,3,5,8,4,4,2,0,1.0,2,0,0,23,25,False,False,55.3,28,19.3,12,11,6,54.5,20.76,60.2,4,1,4,9,4,2,2,100.0,107.44244485441,116.852404968627,0,63,86,20.1997531141286,11.8090864359521,15.9499349264808,3.01844521563856,16.1550888529887,0,4,3,75.0
Timberwolves,MIN,123,111,away,2023-04-01T00:00:00+00:00,32:29,7,19,36.8,1,3,33.3,6,16,37.5,1,3,4,75.0,1,9,10,6,3,1,2,2.0,1,0,0,3,18,True,False,39.5,22,13.7,12,12,6,50.0,20.76,43.4,3,0,2,2,5,4,2,50.0,99.3130552848826,98.7446464499552,0,79,82,26.598255515649,3.51828776662024,16.0617484997881,1.37637934238124,12.6262626262626,0,2,1,50.0
Rockets,HOU,134,109,away,2023-04-02T23:00:00+00:00,29:21,8,18,44.4,1,7,14.3,7,11,63.6,0,1,1,100.0,2,8,10,11,1,0,1,11.0,1,0,0,23,18,True,True,47.2,29,19.4,12,9,6,66.7,18.44,48.8,1,0,0,4,5,3,2,66.7,108.26653875102,124.836670587373,0,62,85,23.3633487466537,8.3868431398244,17.2150990764817,0.0,5.1440329218107,0,3,2,66.7
Jazz,UTA,135,133,away,2023-04-05T01:00:00+00:00,38:28,14,27,51.9,3,10,30.0,11,17,64.7,0,6,6,100.0,0,5,5,6,5,1,1,1.2,2,0,0,-7,37,False,False,57.4,35,25.3,20,13,10,76.9,29.64,62.4,5,1,4,5,5,2,2,100.0,120.863193400983,113.648234264911,0,103,96,17.6643114251433,0.0,8.10480171271281,1.23416006015871,14.4341801385681,0,2,1,50.0
Clippers,LAC,118,125,away,2023-04-06T02:00:00+00:00,35:06,13,20,65.0,4,6,66.7,9,14,64.3,0,3,5,60.0,0,8,8,7,6,1,1,1.17,0,0,0,-10,33,False,False,75.0,39,26.4,18,10,9,90.0,22.2,74.3,4,0,5,0,8,5,4,80.0,120.542316934658,118.047544943794,0,97,87,28.0518535590972,0.0,13.3417352293267,1.34229275717117,21.2765957446808,0,0,0,0.0
Suns,PHX,121,107,home,2023-04-08T02:30:00+00:00,29:21,6,19,31.6,3,7,42.9,3,12,25.0,2,1,2,50.0,0,6,6,6,5,0,0,1.2,1,0,0,11,16,False,False,39.5,7,5.3,6,10,3,30.0,19.88,40.2,1,1,0,0,4,2,2,100.0,105.159013292081,79.8560324978026,0,61,72,17.2150990764817,0.0,9.71545195405401,0.0,20.096463022508,0,0,0,0.0
Jazz,UTA,128,117,home,2023-04-09T19:30:00+00:00,33:13,13,25,52.0,8,14,57.1,5,11,45.5,1,2,2,100.0,1,5,6,6,2,1,1,3.0,0,0,0,20,36,False,False,68.0,37,29.8,8,7,4,57.1,25.88,69.6,2,0,0,6,14,8,6,75.0,108.174641030881,133.685739342601,0,76,96,15.6998228754705,3.00913271779852,9.21947045453163,1.34186520303167,7.17360114777618,0,3,2,66.7
Warriors,GSW,114,121,home,2021-10-20T02:00:00+00:00,36:44,13,23,56.5,5,11,45.5,8,12,66.7,0,3,6,50.0,1,10,11,5,4,1,1,1.25,5,0,0,-2,34,True,False,67.4,38,24.8,4,6,2,33.3,25.64,66.3,8,0,4,1,5,3,2,66.7,104.827386985735,116.864355380761,0,88,86,26.6556810706995,2.83940950535712,15.1235916811653,1.14372011599323,13.4952766531714,0,0,0,0.0
Suns,PHX,105,115,home,2021-10-23T02:00:00+00:00,36:32,8,18,44.4,5,9,55.6,3,9,33.3,1,4,4,100.0,0,2,2,5,5,2,0,1.0,4,0,1,-6,25,False,False,58.3,18,15.1,4,6,2,33.3,19.76,63.3,4,1,2,2,3,3,1,33.3,112.499540364361,103.63821458502,0,89,83,6.40911518604237,0.0,2.82552389922298,2.54329967700094,20.1938610662359,0,1,1,100.0
Grizzlies,MEM,121,118,home,2021-10-25T01:30:00+00:00,40:18,7,19,36.8,4,9,44.4,3,10,30.0,1,1,2,50.0,0,6,6,6,3,2,2,2.0,1,0,0,-1,19,False,False,47.4,21,14.1,6,8,3,37.5,19.88,47.8,4,0,3,0,4,1,1,100.0,110.310581273739,97.3256472777799,0,99,98,15.8808933002481,0.0,8.40753174719019,2.22795921720653,13.1118881118881,0,0,0,0.0
Spurs,SAS,125,121,away,2021-10-27T00:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Thunder,OKC,115,123,away,2021-10-28T00:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Cavaliers,CLE,113,101,home,2021-10-30T02:30:00+00:00,37:57,10,22,45.5,1,10,10.0,9,12,75.0,0,5,5,100.0,1,2,3,8,7,3,1,1.14,1,0,0,9,26,False,False,47.7,24,17.8,16,11,8,72.7,24.2,53.7,3,0,3,5,4,2,2,100.0,107.119649275787,104.907105814004,0,82,91,5.38222184845682,4.08007140124952,4.86470051687443,3.96578846484328,22.4358974358974,0,2,1,50.0
Rockets,HOU,95,85,home,2021-11-01T02:30:00+00:00,34:32,6,19,31.6,0,6,0.0,6,13,46.2,1,3,4,75.0,1,6,7,8,2,4,1,4.0,0,0,0,7,15,False,False,31.6,26,14.5,10,10,5,50.0,20.76,36.1,8,0,5,2,6,6,3,50.0,77.4345226335465,84.7868392721636,0,61,68,19.3946228856999,2.5271781335912,9.92819981053685,5.25698930966399,8.78734622144112,0,2,1,50.0
Rockets,HOU,119,117,home,2021-11-03T02:30:00+00:00,36:16,13,21,61.9,2,4,50.0,11,17,64.7,0,2,2,100.0,0,4,4,10,4,2,0,2.5,3,0,0,8,30,True,False,66.7,36,25.5,20,13,10,76.9,21.88,68.6,5,1,6,0,8,5,4,80.0,106.498185586003,128.251495992992,0,91,99,12.311901504788,0.0,6.5359477124183,2.40030723932663,15.4559505409583,0,0,0,0.0
Thunder,OKC,104,107,home,2021-11-05T02:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Trail Blazers,POR,90,105,away,2021-11-07T02:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Hornets,CHA,126,123,home,2021-11-09T03:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Heat,MIA,120,117,home,2021-11-11T03:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Timberwolves,MIN,83,107,home,2021-11-13T03:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Spurs,SAS,114,106,home,2021-11-14T20:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Bulls,CHI,103,121,home,2021-11-16T03:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Bucks,MIL,102,109,away,2021-11-18T00:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Celtics,BOS,108,130,away,2021-11-20T00:30:00+00:00,32:04,10,16,62.5,3,7,42.9,7,9,77.8,0,0,1,0.0,1,5,6,2,3,2,0,0.67,3,0,0,-4,23,False,False,71.9,23,16.8,4,3,2,66.7,16.44,70.0,3,0,2,0,2,1,1,100.0,118.882656668821,114.084015039745,0,89,85,19.6958091694934,3.25409021061195,10.6920106920107,2.80525018156203,15.4320987654321,0,1,0,0.0
Pistons,DET,121,116,away,2021-11-21T23:00:00+00:00,21:26,4,7,57.1,1,3,33.3,3,4,75.0,0,1,1,100.0,0,1,1,5,2,0,0,2.5,1,0,1,-15,10,False,False,64.3,12,8.1,4,3,2,66.7,7.44,67.2,2,0,0,0,2,1,1,100.0,114.669721603761,120.393225353911,0,69,54,4.7648985804573,0.0,2.48833592534992,0.0,21.1864406779661,0,0,0,0.0
Knicks,NYK,100,106,away,2021-11-24T00:30:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Pacers,IND,124,116,away,2021-11-25T00:00:00+00:00,43:28,13,29,44.8,5,12,41.7,8,17,47.1,1,8,9,88.9,0,5,5,6,2,1,2,3.0,2,0,0,-3,39,False,False,53.4,39,28.8,10,9,5,55.6,32.96,59.2,8,1,4,1,6,2,2,100.0,105.109931270649,121.337725273922,0,96,93,10.6958346787213,0.0,5.86214016045304,1.09297701091272,5.720823798627,0,1,0,0.0
Kings,SAC,137,141,home,2021-11-27T03:30:00+00:00,49:45,10,25,40.0,2,13,15.4,8,12,66.7,0,8,11,72.7,1,6,7,11,7,1,0,1.57,4,0,0,-7,30,True,False,44.0,28,17.9,12,7,6,85.7,29.84,50.3,8,1,5,0,0,0,0,0.0,110.96038492431,97.7217969246749,0,113,106,13.0999826719806,2.58435032304379,8.28441271779458,0.961089601010517,19.0010857763301,0,2,0,0.0
Pistons,DET,110,106,home,2021-11-29T02:30:00+00:00,37:24,12,20,60.0,4,9,44.4,8,11,72.7,0,5,8,62.5,0,5,5,9,2,2,1,4.5,1,0,0,14,33,False,False,70.0,42,30.7,14,9,7,77.8,23.52,70.2,6,0,7,2,7,4,3,75.0,105.097409298066,131.011189334985,0,78,92,13.3689839572193,0.0,6.75485505206867,2.50766404824746,7.83699059561129,0,1,1,100.0
Kings,SAC,117,92,away,2021-12-01T03:00:00+00:00,00:00,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,False,False,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0
Clippers,LAC,115,119,home,2021-12-04T03:00:00+00:00,36:15,9,23,39.1,2,8,25.0,7,15,46.7,1,3,5,60.0,3,8,11,6,3,2,0,2.0,2,0,0,-5,23,True,False,43.5,26,16.6,12,11,6,54.5,25.2,45.6,6,0,2,2,5,3,2,66.7,123.541616628966,103.441238537404,0,89,84,29.4252873563218,9.6888141295206,18.9162561576355,2.77132258483567,10.6382978723404,0,2,0,0.0
Celtics,BOS,117,102,home,2021-12-08T03:00:00+00:00,36:16,13,19,68.4,2,5,40.0,11,14,78.6,0,2,2,100.0,2,2,4,5,3,0,0,1.67,2,0,0,18,30,False,False,73.7,31,23.6,16,11,8,72.7,19.88,75.5,3,0,2,4,4,3,2,66.7,108.940022232446,139.528234027413,0,74,92,5.88235294117647,6.61764705882353,6.22837370242215,0.0,13.1118881118881,0,4,2,50.0
Grizzlies,MEM,95,108,away,2021-12-10T01:00:00+00:00,37:24,7,15,46.7,1,6,16.7,6,9,66.7,0,5,5,100.0,0,10,10,11,5,4,2,2.2,1,0,0,2,20,True,True,50.0,38,23.0,12,7,6,85.7,17.2,58.1,5,0,9,0,6,2,2,100.0,95.5499075137804,109.104182006907,0,76,78,24.6812011517894,0.0,13.9502441292723,5.0868904474556,22.5225225225225,0,2,0,0.0
Thunder,OKC,116,95,away,2021-12-11T01:00:00+00:00,34:41,13,20,65.0,4,6,66.7,9,14,64.3,0,3,4,75.0,0,5,5,6,2,3,2,3.0,2,0,0,19,33,False,False,75.0,40,31.1,16,11,8,72.7,21.76,75.8,3,0,4,5,4,2,2,100.0,93.4875097815282,147.334376633925,0,69,88,12.8143520743232,0.0,7.06096951034138,4.22967611255168,8.41750841750842,0,2,2,100.0
Magic,ORL,106,94,home,2021-12-13T02:30:00+00:00,37:11,12,20,60.0,3,7,42.9,9,13,69.2,0,3,4,75.0,1,10,11,10,6,0,3,1.67,2,0,0,14,30,True,True,67.5,40,26.4,16,9,8,88.9,21.76,68.9,3,1,4,4,8,4,4,100.0,93.3039271111279,118.078769789396,0,71,85,24.8250181015757,3.31000241354343,15.604297092419,0.0,21.6138328530259,0,2,2,100.0
Mavericks,DAL,107,104,away,2021-12-16T00:30:00+00:00,42:58,9,19,47.4,4,9,44.4,5,10,50.0,0,2,3,66.7,0,3,3,5,2,1,0,2.5,1,0,0,-6,24,False,False,57.9,23,16.9,8,8,4,50.0,20.32,59.1,4,0,4,0,4,3,2,66.7,101.163941490953,108.875900320981,0,87,81,7.4010861132661,0.0,3.81499284188974,1.13708918898508,8.96057347670251,0,1,0,0.0
Timberwolves,MIN,92,110,away,2021-12-18T03:00:00+00:00,35:30,5,13,38.5,2,6,33.3,3,7,42.9,3,6,8,75.0,1,9,10,5,4,1,2,1.25,5,0,0,-11,18,True,False,46.2,21,13.4,6,6,3,50.0,16.52,54.5,7,1,0,4,0,0,0,0.0,97.8016688307244,93.5000703478554,0,86,75,24.3376853847129,2.87679496273202,13.9391096132376,1.24548050155126,19.4931773879142,0,2,2,100.0
Bulls,CHI,110,115,away,2021-12-20T01:00:00+00:00,39:24,11,21,52.4,1,7,14.3,10,14,71.4,2,8,11,72.7,1,13,14,6,4,1,2,1.5,5,0,0,-1,31,True,False,54.8,37,24.7,20,14,10,71.4,25.84,60.0,7,1,0,5,6,2,2,100.0,108.049427364499,116.630409465888,0,93,92,29.8813103816563,3.38399455176877,19.1632949897917,1.21049089689662,13.4048257372654,0,2,2,100.0
Suns,PHX,90,108,home,2021-12-22T03:00:00+00:00,34:00,13,19,68.4,2,5,40.0,11,14,78.6,0,6,6,100.0,0,7,7,2,2,2,0,1.0,1,0,0,0,34,False,False,73.7,40,29.0,14,9,7,77.8,21.64,78.6,4,1,2,4,8,4,4,100.0,98.8312455435965,141.603301019724,0,73,73,20.1680672268908,0.0,9.88235294117647,2.62409796632408,8.46023688663283,0,1,1,100.0
Spurs,SAS,110,138,home,2021-12-24T03:30:00+00:00,34:40,15,26,57.7,2,7,28.6,13,19,68.4,1,4,6,66.7,2,7,9,6,3,1,2,2.0,2,0,0,-23,36,False,False,61.5,40,29.3,22,16,11,68.8,28.64,62.8,5,0,2,5,7,5,3,60.0,130.707990323009,123.014559692826,0,106,83,21.0702341137124,5.32544378698225,12.7158555729984,1.33753418142908,9.48166877370417,0,2,2,100.0
Nets,BKN,115,122,home,2021-12-26T01:00:00+00:00,39:53,14,25,56.0,3,9,33.3,11,16,68.8,1,8,9,88.9,1,8,9,7,3,3,1,2.33,2,0,0,9,39,False,False,62.0,48,34.6,18,12,9,75.0,28.96,67.3,7,0,2,1,5,3,2,66.7,111.643944026335,129.394819252386,0,96,105,23.4831265989216,2.56066008126539,12.3086274360825,3.3781163122981,9.38673341677096,0,1,0,0.0
Rockets,HOU,132,123,away,2021-12-29T01:00:00+00:00,39:27,11,19,57.9,3,5,60.0,8,14,57.1,0,7,9,77.8,4,6,10,11,3,1,2,3.67,3,0,0,6,32,True,True,65.8,47,32.8,12,9,6,66.7,22.96,69.7,7,1,2,4,0,1,0,0.0,117.234170660831,148.473875095283,0,101,107,19.2115269161497,12.1673003802281,15.5991030515745,1.16993272886809,11.5562403697997,0,3,1,33.3
Grizzlies,MEM,99,104,away,2021-12-30T01:00:00+00:00,37:57,13,25,52.0,8,14,57.1,5,11,45.5,2,3,3,100.0,2,11,13,7,5,2,2,1.4,1,0,0,0,37,True,False,68.0,45,32.3,4,6,2,33.3,26.32,70.3,4,0,10,0,5,3,1,33.3,98.5429836716198,122.602459335532,0,82,82,30.9178743961353,6.83687640209379,20.0520582280922,2.58760665791193,15.9642401021711,0,4,0,0.0
Trail Blazers,POR,139,106,home,2022-01-01T03:30:00+00:00,29:18,16,26,61.5,5,10,50.0,11,16,68.8,0,6,9,66.7,2,12,14,4,0,2,2,0.0,1,0,0,18,43,True,False,71.2,57,40.8,20,14,10,71.4,29.96,71.8,6,0,6,0,9,6,4,66.7,87.3511983725463,145.892395092919,0,74,92,31.2042905899561,8.62223818932998,22.7080728550671,3.21598990179171,0.0,0,2,0,0.0
Timberwolves,MIN,108,103,home,2022-01-03T02:30:00+00:00,39:13,7,15,46.7,3,9,33.3,4,6,66.7,1,9,12,75.0,0,7,7,5,1,3,1,5.0,2,0,0,9,26,False,False,56.7,36,24.6,6,5,3,60.0,20.28,64.1,9,0,0,3,2,1,1,100.0,96.8295223756584,130.456726553349,0,87,96,19.4722404667156,0.0,10.1997450063748,3.56357550688562,4.69924812030075,0,1,1,100.0
Kings,SAC,122,114,home,2022-01-05T03:30:00+00:00,36:29,12,26,46.2,3,10,30.0,9,16,56.3,2,4,5,80.0,2,3,5,5,2,0,1,2.5,3,0,0,3,31,False,False,51.9,24,20.5,18,13,9,69.2,28.2,55.0,4,0,7,4,2,2,1,50.0,117.929196036962,117.521773675523,0,95,98,10.1207639068257,5.26279723154937,7.39156914543451,0.0,6.62251655629139,0,3,2,66.7
Hawks,ATL,134,118,home,2022-01-08T03:00:00+00:00,36:30,13,24,54.2,1,6,16.7,12,18,66.7,0,5,5,100.0,1,7,8,9,4,4,3,2.25,4,0,0,4,32,False,False,56.3,41,30.0,20,10,10,100.0,26.2,61.1,4,2,8,2,6,3,3,100.0,98.9836687227306,116.419959412797,0,90,94,17.7028451001054,2.68381325132793,10.4163841041638,4.7872897457251,13.2450331125828,0,2,1,50.0
Grizzlies,MEM,119,127,home,2022-01-10T02:30:00+00:00,33:22,14,19,73.7,3,4,75.0,11,15,73.3,1,4,4,100.0,6,3,9,7,3,0,0,2.33,4,0,0,-30,35,False,False,81.6,45,32.7,22,15,11,73.3,20.76,84.3,7,0,5,7,0,1,0,0.0,128.44601673957,157.374130214446,0,106,76,11.3570639886429,16.9242522183699,14.5472505023067,0.0,12.6262626262626,0,6,3,50.0
Kings,SAC,116,125,away,2022-01-13T03:00:00+00:00,38:56,13,29,44.8,3,12,25.0,10,17,58.8,2,5,10,50.0,1,6,7,6,1,0,1,6.0,2,0,0,-12,34,False,False,50.0,27,22.5,16,10,8,80.0,33.4,50.9,5,0,8,5,4,4,2,50.0,124.642220262307,113.811762572285,0,107,95,19.4664744051911,2.3709167544784,9.58904109589041,0.0,2.90697674418605,0,3,1,33.3
